question_id,clause_id,n_models,n_judges,mean_kendall_tau,min_kendall_tau,max_kendall_tau,top1_winner,top1_agreement,top1_margin
39:39,39,7,5,0.733333,0.619048,0.809524,checkpoints/llama3.2-1b-adversary-soft,0.400000,0.000000
39:4,39,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
39:5,39,7,5,0.809524,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
39:6,39,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
39:7,39,7,5,0.485714,0.333333,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
39:8,39,7,5,0.809524,0.714286,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
39:9,39,7,5,0.714286,0.523810,0.904762,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
40:0,40,7,5,0.676190,0.428571,0.904762,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
40:1,40,7,5,0.657143,0.428571,0.904762,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
40:10,40,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
40:11,40,7,5,0.580952,0.428571,0.714286,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
40:12,40,7,5,0.600000,0.333333,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
40:13,40,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
40:14,40,7,5,0.466667,-0.047619,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
40:15,40,7,5,0.885714,0.714286,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
40:16,40,7,5,0.676190,0.333333,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
40:17,40,7,5,0.180952,-0.333333,0.809524,meta-llama/Llama-3.2-1B,0.600000,0.400000
40:18,40,7,5,0.828571,0.714286,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
40:19,40,7,5,0.885714,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
40:2,40,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
40:20,40,7,5,0.561905,0.333333,0.904762,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.400000
40:21,40,7,5,0.657143,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
40:22,40,7,5,0.771429,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
40:23,40,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
40:24,40,7,5,0.714286,0.523810,0.904762,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
40:25,40,7,5,0.523810,0.238095,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
40:26,40,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.800000,0.600000
40:27,40,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
40:28,40,7,5,0.733333,0.523810,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
40:29,40,7,5,0.638095,0.333333,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
40:3,40,7,5,0.752381,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
40:30,40,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
40:31,40,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
40:32,40,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.400000
40:33,40,7,5,0.714286,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
40:34,40,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
40:35,40,7,5,0.542857,0.238095,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
40:36,40,7,5,0.523810,0.047619,0.809524,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
40:37,40,7,5,0.809524,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
40:38,40,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
40:39,40,7,5,0.504762,0.142857,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
40:4,40,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-soft-panel,0.600000,0.400000
40:5,40,7,5,0.790476,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
40:6,40,7,5,0.790476,0.714286,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
40:7,40,7,5,0.638095,0.523810,0.809524,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
40:8,40,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
40:9,40,7,5,0.866667,0.714286,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
41:0,41,7,5,0.523810,-0.047619,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
41:1,41,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
41:10,41,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
41:11,41,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
41:12,41,7,5,0.333333,-0.142857,0.809524,meta-llama/Llama-3.2-1B,1.000000,1.000000
41:13,41,7,5,0.771429,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
41:14,41,7,5,0.580952,0.333333,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
41:15,41,7,5,0.600000,0.333333,0.904762,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
41:16,41,7,5,0.561905,0.142857,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
41:17,41,7,5,0.542857,0.142857,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
41:18,41,7,5,0.809524,0.523810,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
41:19,41,7,5,0.847619,0.714286,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
41:2,41,7,5,0.828571,0.714286,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
41:20,41,7,5,0.714286,0.428571,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
41:21,41,7,5,0.542857,0.142857,0.714286,checkpoints/llama3.2-1b-full-prism,0.400000,0.000000
41:22,41,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
41:23,41,7,5,0.580952,0.333333,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
41:24,41,7,5,0.790476,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
41:25,41,7,5,0.771429,0.619048,0.904762,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
41:26,41,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
41:27,41,7,5,0.657143,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
41:28,41,7,5,0.085714,-0.523810,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.400000
41:29,41,7,5,0.752381,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
41:3,41,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
41:30,41,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
41:31,41,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
41:32,41,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
41:33,41,7,5,0.809524,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
41:34,41,7,5,0.676190,0.523810,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
41:35,41,7,5,0.790476,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
41:36,41,7,5,0.542857,0.142857,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
41:37,41,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
41:38,41,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
41:39,41,7,5,0.847619,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.400000
41:4,41,7,5,0.638095,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
41:5,41,7,5,0.295238,-0.238095,0.809524,meta-llama/Llama-3.2-1B,0.400000,0.200000
41:6,41,7,5,0.695238,0.523810,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
41:7,41,7,5,0.695238,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
41:8,41,7,5,0.790476,0.619048,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
41:9,41,7,5,0.314286,-0.238095,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
42:0,42,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
42:1,42,7,5,0.714286,0.619048,1.000000,checkpoints/llama3.2-1b-soft-panel,0.600000,0.400000
42:10,42,7,5,0.828571,0.714286,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
42:11,42,7,5,0.695238,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
42:12,42,7,5,0.790476,0.619048,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
42:13,42,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
42:14,42,7,5,0.771429,0.523810,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
42:15,42,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
42:16,42,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
42:17,42,7,5,0.809524,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
42:18,42,7,5,0.561905,0.238095,0.904762,checkpoints/llama3.2-1b-soft-panel,0.400000,0.000000
42:19,42,7,5,0.771429,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
42:2,42,7,5,0.600000,0.238095,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
42:20,42,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
42:21,42,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
42:22,42,7,5,0.771429,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
42:23,42,7,5,0.771429,0.619048,0.904762,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
42:24,42,7,5,0.733333,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
42:25,42,7,5,0.619048,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
42:26,42,7,5,0.619048,0.238095,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
42:27,42,7,5,0.809524,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
42:28,42,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
42:29,42,7,5,0.485714,0.238095,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
42:3,42,7,5,0.466667,0.238095,0.809524,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.400000
42:30,42,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
42:31,42,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
42:32,42,7,5,0.771429,0.619048,0.904762,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
42:33,42,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
42:34,42,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
42:35,42,7,5,0.790476,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
42:36,42,7,5,0.866667,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
42:37,42,7,5,0.714286,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
42:38,42,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
42:39,42,7,5,0.961905,0.904762,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
42:4,42,7,5,0.142857,-0.333333,0.809524,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
42:5,42,7,5,0.733333,0.523810,0.904762,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
42:6,42,7,5,0.676190,0.428571,0.809524,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
42:7,42,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
42:8,42,7,5,0.676190,0.333333,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
42:9,42,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
43:0,43,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
43:1,43,7,5,0.733333,0.523810,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:10,43,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
43:11,43,7,5,0.809524,0.619048,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
43:12,43,7,5,0.752381,0.523810,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:13,43,7,5,0.885714,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
43:14,43,7,5,0.619048,0.142857,0.904762,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
43:15,43,7,5,0.828571,0.619048,1.000000,meta-llama/Llama-3.2-1B,0.400000,0.000000
43:16,43,7,5,0.295238,-0.238095,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.400000
43:17,43,7,5,0.771429,0.619048,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:18,43,7,5,0.752381,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
43:19,43,7,5,0.504762,0.047619,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:2,43,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
43:20,43,7,5,0.276190,-0.333333,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:21,43,7,5,0.676190,0.523810,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
43:22,43,7,5,0.390476,-0.142857,0.904762,meta-llama/Llama-3.2-1B,0.600000,0.400000
43:23,43,7,5,0.809524,0.619048,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
43:24,43,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
43:25,43,7,5,0.923810,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:26,43,7,5,0.561905,0.238095,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
43:27,43,7,5,0.923810,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:28,43,7,5,0.733333,0.619048,1.000000,meta-llama/Llama-3.2-1B,0.600000,0.200000
43:29,43,7,5,0.657143,0.428571,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:3,43,7,5,0.885714,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:30,43,7,5,0.904762,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:31,43,7,5,0.676190,0.523810,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:32,43,7,5,0.828571,0.714286,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:33,43,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
43:34,43,7,5,0.657143,0.142857,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
43:35,43,7,5,0.276190,-0.142857,0.619048,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
43:36,43,7,5,0.638095,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
43:37,43,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
43:38,43,7,5,0.580952,0.142857,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
43:39,43,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
43:4,43,7,5,0.676190,0.428571,0.809524,checkpoints/llama3.2-1b-us-rep,0.600000,0.400000
43:5,43,7,5,0.714286,0.523810,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:6,43,7,5,0.542857,0.238095,0.714286,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
43:7,43,7,5,0.904762,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:8,43,7,5,0.695238,0.523810,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
43:9,43,7,5,0.428571,-0.047619,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
44:0,44,7,5,0.695238,0.523810,1.000000,checkpoints/llama3.2-1b-full-prism,0.800000,0.600000
44:1,44,7,5,0.447619,0.142857,0.904762,meta-llama/Llama-3.2-1B,0.600000,0.200000
44:10,44,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:11,44,7,5,0.600000,0.142857,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
44:12,44,7,5,0.695238,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:13,44,7,5,0.790476,0.523810,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
44:14,44,7,5,0.752381,0.428571,1.000000,meta-llama/Llama-3.2-1B,0.400000,0.000000
44:15,44,7,5,0.885714,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
44:16,44,7,5,0.714286,0.523810,0.904762,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
44:17,44,7,5,0.961905,0.904762,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
44:18,44,7,5,0.676190,0.333333,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:19,44,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
44:2,44,7,5,0.657143,0.428571,0.904762,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
44:20,44,7,5,0.771429,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:21,44,7,5,0.676190,0.238095,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
44:22,44,7,5,0.752381,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
44:23,44,7,5,0.866667,0.809524,1.000000,checkpoints/llama3.2-1b-soft-panel,0.600000,0.200000
44:24,44,7,5,0.752381,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
44:25,44,7,5,0.638095,0.333333,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
44:26,44,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
44:27,44,7,5,0.961905,0.904762,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
44:28,44,7,5,0.714286,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
44:29,44,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
44:3,44,7,5,0.752381,0.619048,1.000000,checkpoints/llama3.2-1b-soft-panel,0.400000,0.000000
44:30,44,7,5,0.619048,0.238095,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:31,44,7,5,0.619048,0.333333,0.904762,checkpoints/llama3.2-1b-full-prism,0.400000,0.000000
44:32,44,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-full-prism,0.600000,0.400000
44:33,44,7,5,0.238095,-0.333333,0.619048,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
44:34,44,7,5,0.466667,0.142857,0.904762,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
44:35,44,7,5,0.200000,-0.238095,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.000000
44:36,44,7,5,0.561905,0.238095,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
44:37,44,7,5,0.600000,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:38,44,7,5,0.390476,-0.238095,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
44:39,44,7,5,0.866667,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
44:4,44,7,5,0.485714,0.142857,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:5,44,7,5,0.523810,0.142857,0.904762,checkpoints/llama3.2-1b-full-prism,0.800000,0.600000
44:6,44,7,5,0.657143,0.428571,0.904762,checkpoints/llama3.2-1b-full-prism,0.600000,0.200000
44:7,44,7,5,0.961905,0.904762,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
44:8,44,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
44:9,44,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
45:0,45,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:1,45,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:10,45,7,5,0.638095,0.523810,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:11,45,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:12,45,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:13,45,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:14,45,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:15,45,7,5,0.200000,-0.428571,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:16,45,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:17,45,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:18,45,7,5,0.733333,0.428571,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:19,45,7,5,0.714286,0.523810,0.904762,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
45:2,45,7,5,0.638095,0.333333,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:20,45,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
45:21,45,7,5,0.790476,0.619048,0.904762,checkpoints/llama3.2-1b-full-prism,0.800000,0.600000
45:22,45,7,5,0.676190,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:23,45,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
45:24,45,7,5,0.428571,-0.142857,0.809524,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:25,45,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
45:26,45,7,5,0.809524,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:27,45,7,5,1.000000,1.000000,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:28,45,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:29,45,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
45:3,45,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
45:30,45,7,5,0.638095,0.428571,0.904762,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
45:31,45,7,5,0.714286,0.523810,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:32,45,7,5,-0.028571,-0.809524,0.523810,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
45:33,45,7,5,0.695238,0.523810,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:34,45,7,5,0.580952,0.142857,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
45:35,45,7,5,0.714286,0.523810,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:36,45,7,5,0.466667,0.142857,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:37,45,7,5,0.714286,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:38,45,7,5,0.542857,0.142857,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:39,45,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:4,45,7,5,0.809524,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:5,45,7,5,0.828571,0.619048,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
45:6,45,7,5,0.733333,0.428571,0.904762,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
45:7,45,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
45:8,45,7,5,0.752381,0.523810,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
45:9,45,7,5,0.523810,0.142857,0.904762,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
46:0,46,7,5,0.352381,0.142857,0.619048,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
46:1,46,7,5,0.561905,0.142857,1.000000,meta-llama/Llama-3.2-1B,0.400000,0.000000
46:10,46,7,5,0.542857,0.238095,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
46:11,46,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
